<?xml version="1.0" encoding="WINDOWS-1251"?><root>
<item-value id="SimulatedData.Random" timestamp="09.08.2013 17:22:00"	 value="209504"/>
<item-value id="SimulatedData.Ramp" timestamp="09.08.2013 17:22:00"	 value="25"/>
<item-value id="SimulatedData.Signal" timestamp="09.08.2013 17:22:00"	 value="True"/>
<item-value id="SimulatedData.Sine" timestamp="09.08.2013 17:22:00"	 value="-0,707106781186548"/>
<item-value id="SimulatedData.Step" timestamp="09.08.2013 17:22:00"	 value="25"/>
<?xml version="1.0" encoding="WINDOWS-1251"?><root>
<item-value id="SimulatedData.Random" timestamp="09.08.2013 17:22:14"	 value="470780"/>
<?xml version="1.0" encoding="WINDOWS-1251"?><root>
<item-value id="SimulatedData.Random" timestamp="09.08.2013 17:22:14"	 value="470780"/>
<item-value id="SimulatedData.Sine" timestamp="09.08.2013 17:22:14"	 value="0,707106781186547"/>
<item-value id="SimulatedData.Step" timestamp="09.08.2013 17:22:14"	 value="25"/>
<item-value id="SimulatedData.Step" timestamp="09.08.2013 17:22:14"	 value="25"/>
<item-value id="SimulatedData.Ramp" timestamp="09.08.2013 17:22:14"	 value="15"/>
<item-value id="SimulatedData.Signal" timestamp="09.08.2013 17:22:14"	 value="True"/>
<item-value id="SimulatedData.Random" timestamp="09.08.2013 17:22:15"	 value="168174"/>
<item-value id="SimulatedData.Ramp" timestamp="09.08.2013 17:22:15"	 value="20"/>
<item-value id="SimulatedData.Signal" timestamp="09.08.2013 17:22:15"	 value="False"/>
<item-value id="SimulatedData.Sine" timestamp="09.08.2013 17:22:15"	 value="1"/>
<item-value id="SimulatedData.Step" timestamp="09.08.2013 17:22:15"	 value="30"/>
<item-value id="SimulatedData.Random" timestamp="09.08.2013 17:22:16"	 value="516973"/>
<item-value id="SimulatedData.Ramp" timestamp="09.08.2013 17:22:16"	 value="25"/>
<item-value id="SimulatedData.Signal" timestamp="09.08.2013 17:22:16"	 value="True"/>
<item-value id="SimulatedData.Sine" timestamp="09.08.2013 17:22:16"	 value="0,707106781186548"/>
<item-value id="SimulatedData.Step" timestamp="09.08.2013 17:22:16"	 value="35"/>
<item-value id="SimulatedData.Random" timestamp="09.08.2013 17:22:17"	 value="981583"/>
<item-value id="SimulatedData.Ramp" timestamp="09.08.2013 17:22:17"	 value="30"/>
<item-value id="SimulatedData.Signal" timestamp="09.08.2013 17:22:17"	 value="False"/>
<item-value id="SimulatedData.Sine" timestamp="09.08.2013 17:22:17"	 value="1,22460635382238E-16"/>
<item-value id="SimulatedData.Step" timestamp="09.08.2013 17:22:17"	 value="40"/>
<item-value id="SimulatedData.Random" timestamp="09.08.2013 17:22:18"	 value="73399"/>
<item-value id="SimulatedData.Ramp" timestamp="09.08.2013 17:22:18"	 value="35"/>
<item-value id="SimulatedData.Signal" timestamp="09.08.2013 17:22:18"	 value="True"/>
<item-value id="SimulatedData.Sine" timestamp="09.08.2013 17:22:18"	 value="-0,707106781186547"/>
<item-value id="SimulatedData.Step" timestamp="09.08.2013 17:22:18"	 value="45"/>
<item-value id="SimulatedData.Random" timestamp="09.08.2013 17:22:19"	 value="15149"/>
<item-value id="SimulatedData.Ramp" timestamp="09.08.2013 17:22:19"	 value="40"/>
<item-value id="SimulatedData.Signal" timestamp="09.08.2013 17:22:19"	 value="False"/>
<item-value id="SimulatedData.Sine" timestamp="09.08.2013 17:22:19"	 value="-1"/>
<item-value id="SimulatedData.Step" timestamp="09.08.2013 17:22:19"	 value="50"/>
<item-value id="SimulatedData.Random" timestamp="09.08.2013 17:22:20"	 value="76905"/>
<item-value id="SimulatedData.Ramp" timestamp="09.08.2013 17:22:20"	 value="45"/>
<item-value id="SimulatedData.Signal" timestamp="09.08.2013 17:22:20"	 value="True"/>
<item-value id="SimulatedData.Sine" timestamp="09.08.2013 17:22:20"	 value="-0,707106781186548"/>
<item-value id="SimulatedData.Step" timestamp="09.08.2013 17:22:20"	 value="55"/>
<item-value id="SimulatedData.Random" timestamp="09.08.2013 17:22:22"	 value="973200"/>
<item-value id="SimulatedData.Ramp" timestamp="09.08.2013 17:22:22"	 value="50"/>
<item-value id="SimulatedData.Signal" timestamp="09.08.2013 17:22:22"	 value="False"/>
<item-value id="SimulatedData.Sine" timestamp="09.08.2013 17:22:22"	 value="-2,44921270764475E-16"/>
<item-value id="SimulatedData.Step" timestamp="09.08.2013 17:22:22"	 value="60"/>
<item-value id="SimulatedData.Random" timestamp="09.08.2013 17:22:23"	 value="394807"/>
<item-value id="SimulatedData.Ramp" timestamp="09.08.2013 17:22:23"	 value="55"/>
<item-value id="SimulatedData.Signal" timestamp="09.08.2013 17:22:23"	 value="True"/>
<item-value id="SimulatedData.Sine" timestamp="09.08.2013 17:22:23"	 value="0"/>
<item-value id="SimulatedData.Step" timestamp="09.08.2013 17:22:23"	 value="65"/>
